TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
46.75,1,7,1,67.0,2,150.0,1.0,2840.43,0
348.64,1,38,2,57.0,2,128.0,1.0,3274.96,4
319.17,1,40,2,73.0,2,81.0,1.0,6501.56,4
73.95,1,18,0,26.0,3,76.0,1.0,363.92,3
389.63,1,23,2,27.0,1,99.0,1.0,9748.48,4
217.61,1,6,0,19.0,3,45.0,1.0,1404.53,3
199.84,1,9,0,21.0,3,150.0,1.0,706.44,3
56.35,1,5,0,44.0,0,75.0,1.0,5095.73,0
142.58,1,35,0,33.0,1,145.0,1.0,7844.23,2
333.78,1,36,0,60.0,2,98.0,1.0,6810.94,0
332.59,1,35,2,55.0,2,143.0,1.0,1457.07,4
236.81,1,28,1,22.0,3,15.0,1.0,813.68,3
319.27,1,35,0,50.0,0,150.0,1.0,10269.78,2
79.8,1,13,0,73.0,2,76.0,1.0,6372.58,0
46.24,1,36,1,57.0,1,52.0,1.0,2569.56,4
327.8,1,37,0,61.0,0,54.0,1.0,10585.48,2
445.79,1,19,0,52.0,0,161.0,1.0,717.99,0
55.89,1,14,2,72.0,2,150.0,1.0,3689.65,4
158.41,1,34,1,28.0,3,16.0,1.0,1512.16,3
61.97,1,31,0,74.0,2,95.0,1.0,7014.69,0
27.21,1,38,0,79.0,2,102.0,1.0,3520.61,0
173.74,1,15,2,80.0,2,64.0,1.0,4913.42,4
176.11,1,38,1,38.0,1,105.0,1.0,9155.35,2
88.4,1,13,2,46.0,1,174.0,1.0,2567.53,4
567.92,1,8,2,53.0,2,14.0,1.0,3779.47,1
101.42,1,1,2,66.0,2,146.0,1.0,6530.59,4
300.61,1,12,2,44.0,0,51.0,1.0,7895.54,4
265.94,1,4,2,54.0,1,132.0,1.0,6781.3,4
345.54,1,36,2,29.0,1,50.0,1.0,2091.78,4
411.52,1,20,0,41.0,0,88.0,1.0,11108.39,2
111.21,1,32,1,35.0,0,111.0,1.0,9088.36,2
316.37,1,7,0,53.0,1,86.0,1.0,4671.69,0
260.63,1,13,1,37.0,1,142.0,1.0,7534.73,2
92.36,1,9,0,29.0,1,144.0,1.0,6353.14,0
262.06,1,28,1,63.0,0,118.0,1.0,13587.52,2
64.5,1,10,0,74.0,2,230.0,1.0,1351.24,0
175.94,1,16,0,57.0,2,89.0,1.0,3728.04,0
199.47,1,11,2,57.0,0,142.0,1.0,6067.44,4
51.07,1,9,1,63.0,2,133.0,1.0,4292.16,0
435.86,1,17,0,56.0,2,134.0,1.0,3801.82,0
628.36,1,2,2,44.0,0,108.0,1.0,11869.71,2
268.39,1,35,2,29.0,0,177.0,1.0,9409.43,2
132.36,1,7,1,28.0,3,160.0,1.0,319.65,3
8.65,1,23,0,68.0,2,198.0,1.0,4201.22,0
178.91,1,29,0,18.0,3,19.0,1.0,8870.89,3
115.22,1,37,1,27.0,1,108.0,1.0,906.2,3
161.63,1,38,2,46.0,0,276.0,1.0,9286.37,2
280.99,1,15,1,45.0,1,29.0,1.0,9733.59,2
24.19,1,36,0,29.0,1,28.0,1.0,2756.2,0
372.41,1,36,0,55.0,2,143.0,1.0,3233.87,0
60.99,1,28,1,34.0,1,58.0,1.0,7281.46,4
408.19,1,23,1,26.0,1,241.0,1.0,6847.47,1
524.6,1,12,1,58.0,0,76.0,1.0,13017.7,2
108.96,1,25,0,26.0,3,247.0,1.0,7597.66,3
70.03,1,26,1,63.0,2,49.0,1.0,7330.31,0
324.04,1,41,0,54.0,2,30.0,1.0,2248.06,0
39.69,1,2,2,70.0,2,163.0,1.0,3524.68,4
193.82,1,18,1,37.0,1,176.0,1.0,3886.77,4
474.05,1,38,0,57.0,2,214.0,1.0,1484.31,0
637.75,1,9,1,79.0,2,152.0,1.0,4202.92,1
186.6,1,40,1,18.0,3,139.0,1.0,9716.68,3
644.08,1,1,2,24.0,3,55.0,1.0,1980.62,1
305.0,1,31,0,22.0,3,222.0,1.0,944.83,3
793.13,1,22,2,68.0,0,76.0,1.0,13389.16,2
224.19,1,15,0,52.0,0,93.0,1.0,8475.47,2
194.99,1,17,1,34.0,1,91.0,1.0,1370.03,4
227.5,1,34,2,34.0,0,277.0,1.0,11505.35,2
259.9,1,28,2,26.0,3,100.0,1.0,914.28,3
11.81,1,31,0,21.0,3,131.0,1.0,320.25,3
329.14,1,34,1,55.0,0,14.0,1.0,12033.92,2
154.24,1,23,0,61.0,2,82.0,1.0,6109.55,0
233.44,1,6,2,20.0,3,297.0,1.0,1691.88,3
98.71,1,13,0,32.0,0,117.0,1.0,10095.23,2
87.38,1,1,1,21.0,3,252.0,1.0,1504.99,3
83.39,1,29,1,32.0,0,158.0,1.0,13182.11,2
267.55,1,5,2,46.0,1,40.0,1.0,4330.04,4
870.05,1,12,0,29.0,0,39.0,1.0,905.25,1
164.51,1,21,1,78.0,2,110.0,1.0,3553.69,0
758.12,1,37,0,69.0,2,90.0,1.0,6164.65,1
103.76,1,18,2,28.0,1,188.0,1.0,9626.14,4
583.92,1,18,2,55.0,1,139.0,1.0,6364.14,1
204.06,1,42,2,77.0,2,159.0,1.0,4351.83,4
53.51,1,27,2,56.0,2,165.0,1.0,5773.5,4
120.17,1,32,0,49.0,0,105.0,1.0,5403.79,2
220.8,1,16,2,31.0,1,28.0,1.0,8135.31,4
119.01,1,30,0,45.0,0,87.0,1.0,9798.26,2
183.32,1,33,0,21.0,3,74.0,1.0,137.42,3
858.88,1,17,2,60.0,1,227.0,1.0,7015.46,1
61.37,1,8,1,75.0,2,164.0,1.0,4294.44,0
60.96,1,7,0,52.0,2,238.0,1.0,6189.24,0
64.21,1,29,0,51.0,0,37.0,1.0,12540.18,2
523.02,1,17,2,53.0,2,83.0,1.0,4586.11,1
50.26,1,19,1,65.0,2,164.0,1.0,1519.38,0
110.08,1,11,1,19.0,3,95.0,1.0,1447.26,3
79.76,1,18,2,68.0,0,115.0,1.0,10278.75,4
68.62,1,29,1,29.0,0,157.0,1.0,13891.47,2
72.68,1,39,2,69.0,2,44.0,1.0,6216.77,4
354.76,1,11,1,51.0,0,279.0,1.0,10141.92,2
29.22,1,11,0,27.0,1,69.0,1.0,7795.79,2
233.74,1,4,2,72.0,2,142.0,1.0,4749.54,4
471.84,1,33,0,18.0,3,138.0,1.0,1044.33,3
254.21,1,31,0,48.0,1,46.0,1.0,2487.2,0
577.73,1,38,0,37.0,0,63.0,1.0,14977.99,2
170.26,1,6,0,27.0,3,265.0,1.0,1969.48,3
74.04,1,22,2,18.0,3,66.0,1.0,1690.23,3
197.18,1,40,2,28.0,1,135.0,1.0,3114.92,4
697.82,1,27,2,44.0,1,153.0,1.0,6824.0,1
148.0,1,40,1,20.0,3,35.0,1.0,1488.65,3
22.26,1,35,1,19.0,3,56.0,1.0,5583.88,3
0.86,1,7,0,25.0,3,139.0,1.0,1357.22,3
757.1,1,1,1,65.0,0,203.0,1.0,10553.23,1
32.46,1,5,2,31.0,0,10.0,1.0,8656.18,4
20.64,1,5,1,22.0,3,59.0,1.0,949.38,3
662.11,1,1,1,23.0,3,219.0,1.0,1996.38,1
35.05,1,4,1,30.0,0,105.0,1.0,14330.47,2
25.38,1,21,1,57.0,1,66.0,1.0,8616.05,4
617.66,1,22,0,41.0,1,40.0,1.0,5906.58,1
446.39,1,15,0,63.0,2,77.0,1.0,7863.6,0
377.92,1,33,1,33.0,1,204.0,1.0,2254.71,1
11.04,1,31,2,30.0,1,43.0,1.0,6983.04,4
275.46,1,13,0,36.0,0,67.0,1.0,9697.75,2
179.76,1,30,2,78.0,2,81.0,1.0,5909.52,4
32.34,1,18,1,44.0,0,45.0,1.0,7847.62,2
273.92,1,32,1,79.0,2,109.0,1.0,4543.56,0
388.98,1,14,0,23.0,3,155.0,1.0,1819.91,3
492.84,1,16,0,25.0,3,38.0,1.0,577.67,3
148.85,1,23,0,57.0,0,25.0,1.0,7802.36,2
322.48,1,17,0,27.0,3,57.0,1.0,1238.43,3
20.27,1,24,1,18.0,3,22.0,1.0,796.35,3
55.86,1,39,2,39.0,1,68.0,1.0,5346.46,4
95.55,1,21,1,33.0,1,51.0,1.0,2434.74,4
477.07,1,8,2,27.0,1,278.0,1.0,6568.07,1
21.41,1,21,2,57.0,0,99.0,1.0,658.91,4
278.28,1,17,1,28.0,3,26.0,1.0,1346.88,3
215.39,1,11,0,27.0,3,216.0,1.0,1582.55,3
194.37,1,25,0,66.0,0,161.0,1.0,14395.88,2
19.59,1,5,1,64.0,2,122.0,1.0,1061.69,0
81.35,1,15,2,41.0,1,103.0,1.0,7192.45,4
466.64,1,19,0,58.0,0,11.0,1.0,10915.11,2
472.48,1,27,1,55.0,1,87.0,1.0,7128.82,1
67.15,1,16,2,59.0,0,14.0,1.0,9028.49,4
102.67,1,0,1,79.0,2,119.0,1.0,4656.94,0
453.49,1,39,1,66.0,0,147.0,1.0,6366.43,2
267.17,1,39,0,26.0,3,170.0,1.0,1382.62,3
111.26,1,4,0,66.0,0,43.0,1.0,14350.11,2
121.17,1,31,0,68.0,0,158.0,1.0,12990.77,2
213.28,1,23,1,51.0,2,94.0,1.0,4835.91,0
187.88,1,26,0,60.0,1,180.0,1.0,2154.58,0
83.79,1,26,0,57.0,1,47.0,1.0,5061.3,0
99.16,1,37,2,79.0,2,202.0,1.0,2607.58,4
4.24,1,36,2,38.0,1,38.0,1.0,7822.73,4
135.85,1,14,2,57.0,2,269.0,1.0,1480.39,4
368.53,1,33,1,68.0,0,34.0,1.0,13696.31,2
16.73,1,15,2,45.0,1,48.0,1.0,2202.62,4
317.12,1,13,1,44.0,0,80.0,1.0,14409.74,2
476.63,1,5,0,79.0,2,115.0,1.0,4894.25,0
156.58,1,32,1,24.0,3,160.0,1.0,8981.61,3
15.74,1,10,1,27.0,3,38.0,1.0,690.16,3
297.15,1,31,2,76.0,2,178.0,1.0,5449.37,4
647.85,1,29,1,36.0,0,121.0,1.0,13779.97,2
75.04,1,12,0,49.0,1,178.0,1.0,9648.6,2
273.92,1,41,2,28.0,3,35.0,1.0,1029.15,3
420.6,1,21,1,26.0,3,55.0,1.0,1778.75,3
213.55,1,4,0,63.0,0,15.0,1.0,5238.37,0
309.56,1,5,2,58.0,0,147.0,1.0,972.04,4
77.25,1,41,1,68.0,0,157.0,1.0,14077.97,2
146.92,1,32,0,64.0,2,272.0,1.0,3990.6,0
126.6,1,35,1,22.0,3,146.0,1.0,961.65,3
101.34,1,4,0,24.0,3,46.0,1.0,703.26,3
184.97,1,10,1,58.0,0,268.0,1.0,1156.67,4
451.15,1,7,0,46.0,1,175.0,1.0,1356.47,0
880.04,1,34,0,25.0,3,29.0,1.0,261.97,1
95.75,1,20,1,31.0,1,169.0,1.0,337.62,3
98.03,1,12,1,54.0,1,165.0,1.0,6323.45,4
617.66,1,4,0,42.0,1,128.0,1.0,7155.95,1
888.57,1,35,2,62.0,2,102.0,1.0,7896.14,1
107.48,1,29,1,22.0,3,129.0,1.0,591.23,3
36.57,1,29,0,62.0,2,69.0,1.0,2583.07,0
575.62,1,28,2,43.0,0,129.0,1.0,234.41,1
84.89,1,38,0,37.0,1,70.0,1.0,4735.61,0
109.3,1,13,1,56.0,0,27.0,1.0,13510.11,2
230.08,1,2,2,79.0,2,124.0,1.0,4466.1,4
361.92,1,11,0,54.0,2,111.0,1.0,7474.31,0
122.45,1,27,1,46.0,0,98.0,1.0,7255.49,2
642.53,1,23,0,65.0,0,128.0,1.0,11417.91,2
11.46,1,6,2,67.0,2,73.0,1.0,6628.75,4
65.32,1,23,0,28.0,3,54.0,1.0,9165.02,3
85.31,1,18,0,62.0,2,27.0,1.0,6095.65,0
726.61,1,31,0,18.0,3,277.0,1.0,1008.76,1
130.4,1,33,1,45.0,1,63.0,1.0,4381.24,4
68.1,1,25,0,20.0,3,47.0,1.0,1382.8,3
65.26,1,34,1,26.0,3,72.0,1.0,7380.63,3
191.62,1,17,1,63.0,0,51.0,1.0,1981.67,4
212.88,1,14,2,39.0,0,122.0,1.0,7036.72,4
88.38,1,41,0,30.0,1,138.0,1.0,3707.82,0
390.09,1,12,2,26.0,1,49.0,1.0,2617.23,4
48.29,1,36,2,37.0,1,242.0,1.0,8883.4,4
333.83,1,14,0,63.0,2,135.0,1.0,1660.66,0
100.27,1,24,2,79.0,2,51.0,1.0,4309.9,4
44.54,1,35,0,31.0,1,164.0,1.0,362.4,0
82.17,1,13,1,28.0,3,21.0,1.0,1913.06,3
447.42,1,5,2,32.0,1,65.0,1.0,6133.22,4
192.73,1,25,1,71.0,2,157.0,1.0,2037.75,0
7.82,1,4,0,36.0,1,273.0,1.0,2240.49,0
79.43,1,9,0,74.0,2,72.0,1.0,6579.37,0
386.97,1,33,1,58.0,2,137.0,1.0,1876.35,0
51.22,1,14,1,23.0,3,82.0,1.0,1664.59,3
256.05,1,26,0,54.0,2,35.0,1.0,6910.18,0
7.79,1,20,1,34.0,0,298.0,1.0,1319.85,4
233.71,1,21,1,63.0,0,11.0,1.0,6095.5,4
176.37,1,4,1,55.0,2,126.0,1.0,2420.86,0
86.41,1,14,0,75.0,2,125.0,1.0,3128.71,0
21.57,1,37,0,54.0,2,71.0,1.0,7587.48,0
82.67,1,25,1,26.0,3,46.0,1.0,290.59,3
543.47,1,20,0,18.0,3,122.0,1.0,6165.03,1
47.48,1,12,1,24.0,3,66.0,1.0,585.52,3
64.92,1,1,1,58.0,1,236.0,1.0,5481.76,0
3.8,1,5,2,65.0,0,174.0,1.0,5766.96,4
22.54,1,12,2,26.0,1,42.0,1.0,7139.11,4
167.47,1,34,0,35.0,1,103.0,1.0,2293.13,0
390.77,1,32,2,44.0,0,34.0,1.0,5500.56,4
508.16,1,23,0,39.0,1,131.0,1.0,5609.44,1
332.33,1,18,0,27.0,3,101.0,1.0,192.63,3
362.09,1,27,1,32.0,1,31.0,1.0,6590.28,4
42.58,1,38,2,30.0,0,80.0,1.0,13485.0,2
248.66,1,6,2,28.0,1,113.0,1.0,2571.39,4
61.77,1,5,1,56.0,0,49.0,1.0,12352.2,2
268.92,1,6,1,29.0,1,148.0,1.0,8765.38,2
125.14,1,3,1,20.0,3,31.0,1.0,1845.18,3
47.6,1,2,2,53.0,1,115.0,1.0,1382.51,4
592.82,1,22,2,74.0,2,248.0,1.0,7508.98,1
372.5,1,26,0,22.0,3,211.0,1.0,3901.82,3
4.72,1,13,1,32.0,1,20.0,1.0,4792.01,4
144.93,1,14,1,42.0,1,74.0,1.0,6887.52,4
316.56,1,10,2,28.0,1,261.0,1.0,8643.51,4
421.25,1,13,2,25.0,3,66.0,1.0,7174.69,3
185.71,1,41,1,48.0,1,194.0,1.0,2679.91,4
297.03,1,2,2,61.0,2,151.0,1.0,1088.62,4
99.52,1,36,0,52.0,1,127.0,1.0,3798.09,0
139.69,1,16,2,52.0,1,180.0,1.0,9567.94,4
112.72,1,42,1,31.0,0,17.0,1.0,9630.0,2
568.88,1,26,1,19.0,3,105.0,1.0,1307.86,3
189.03,1,28,0,28.0,3,50.0,1.0,1916.46,3
189.08,1,24,1,68.0,0,238.0,1.0,10790.8,2
283.15,1,3,2,24.0,3,180.0,1.0,603.79,3
151.82,1,6,0,51.0,2,105.0,1.0,2197.12,0
438.59,1,38,2,37.0,1,103.0,1.0,8994.39,4
501.15,1,31,1,47.0,1,208.0,1.0,8821.84,2
8.95,1,28,2,76.0,2,102.0,1.0,3299.84,4
173.6,1,2,2,21.0,3,160.0,1.0,421.44,3
149.4,1,6,0,53.0,2,123.0,1.0,1035.22,0
724.18,1,13,1,41.0,0,134.0,1.0,10922.78,1
124.98,1,42,0,24.0,3,78.0,1.0,642.0,3
487.32,1,18,1,52.0,0,164.0,1.0,7707.96,2
205.65,1,15,1,62.0,2,144.0,1.0,3582.16,0
39.41,1,21,1,25.0,3,132.0,1.0,921.91,3
254.0,1,26,1,35.0,0,63.0,1.0,5788.53,4
436.8,1,15,1,36.0,1,213.0,1.0,4515.43,1
224.73,1,24,1,76.0,2,63.0,1.0,7551.89,0
132.42,1,10,0,18.0,3,164.0,1.0,726.39,3
83.16,1,20,0,61.0,2,177.0,1.0,3065.87,0
615.58,1,17,0,42.0,0,133.0,1.0,14343.0,2
7.95,1,31,0,79.0,2,65.0,1.0,5631.2,0
499.48,1,5,0,24.0,3,133.0,1.0,1242.62,3
138.82,1,13,2,77.0,2,53.0,1.0,3100.22,4
292.08,1,8,0,72.0,2,32.0,1.0,7950.48,0
63.98,1,3,2,54.0,0,258.0,1.0,7954.12,4
235.21,1,4,1,67.0,0,74.0,1.0,5946.61,4
201.73,1,3,2,57.0,1,78.0,1.0,6650.71,4
161.31,1,26,0,28.0,3,13.0,1.0,1268.67,3
18.41,1,1,1,53.0,0,168.0,1.0,8287.54,2
290.02,1,25,1,55.0,1,246.0,1.0,4746.71,0
48.05,1,27,1,27.0,1,38.0,1.0,5334.97,4
359.42,1,3,1,55.0,0,30.0,1.0,1765.45,4
32.91,1,13,2,19.0,3,255.0,1.0,427.3,3
31.81,1,13,2,51.0,2,149.0,1.0,1406.6,4
220.2,1,4,2,28.0,3,102.0,1.0,1075.15,3
141.91,1,24,1,23.0,3,49.0,1.0,791.97,3
95.83,1,42,2,27.0,3,91.0,1.0,1726.4,3
50.75,1,4,0,62.0,0,185.0,1.0,8271.47,2
185.07,1,7,1,22.0,3,159.0,1.0,636.42,3
293.54,1,34,2,40.0,1,45.0,1.0,2290.1,4
285.26,1,1,0,28.0,3,93.0,1.0,167.72,3
743.03,1,27,0,50.0,1,174.0,1.0,4111.38,1
231.92,1,16,0,66.0,0,12.0,1.0,5715.08,0
81.08,1,29,0,58.0,1,56.0,1.0,7788.91,0
211.91,1,16,2,20.0,3,181.0,1.0,927.47,3
17.21,1,29,2,23.0,3,219.0,1.0,914.16,3
38.37,1,35,0,63.0,0,135.0,1.0,8647.04,2
269.79,1,38,0,52.0,1,17.0,1.0,1292.1,0
605.42,1,23,0,21.0,3,33.0,1.0,392.34,1
862.34,1,18,1,57.0,0,72.0,1.0,9903.48,1
36.97,1,41,1,41.0,1,79.0,1.0,2850.92,4
137.59,1,26,0,30.0,0,95.0,1.0,10679.67,2
430.98,1,3,1,24.0,3,93.0,1.0,569.25,3
13.87,1,31,1,24.0,3,20.0,1.0,954.83,3
302.82,1,17,0,36.0,1,175.0,1.0,9384.54,2
406.81,1,27,2,66.0,2,84.0,1.0,1968.36,4
256.3,1,27,2,53.0,2,172.0,1.0,4203.05,4
95.78,1,1,2,22.0,3,27.0,1.0,271.64,3
903.19,1,12,2,22.0,3,65.0,1.0,8627.08,1
847.45,1,17,1,28.0,3,175.0,1.0,422.32,1
18.46,1,5,1,68.0,2,213.0,1.0,6381.6,0
603.23,1,11,1,28.0,3,48.0,1.0,117.98,1
414.77,1,37,2,29.0,0,274.0,1.0,5599.81,4
886.19,1,7,1,61.0,2,69.0,1.0,7904.24,1
440.03,1,38,2,49.0,1,88.0,1.0,1490.44,4
76.39,1,10,1,18.0,3,219.0,1.0,5976.0,3
6.03,1,6,1,76.0,2,70.0,1.0,3290.72,0
249.34,1,5,0,26.0,1,197.0,1.0,3030.97,0
421.52,1,38,1,20.0,3,67.0,1.0,369.86,3
189.77,1,33,1,58.0,1,24.0,1.0,6570.36,4
73.19,1,1,1,76.0,2,213.0,1.0,2264.98,0
30.52,1,17,1,62.0,0,122.0,1.0,12327.74,2
170.24,1,37,1,62.0,2,133.0,1.0,5172.99,0
56.62,1,2,1,54.0,0,121.0,1.0,8981.1,2
53.14,1,19,0,34.0,0,70.0,1.0,7915.0,2
587.23,1,29,2,27.0,3,144.0,1.0,500.84,1
135.15,1,7,2,72.0,2,50.0,1.0,5878.14,4
39.48,1,29,0,56.0,2,38.0,1.0,5889.51,0
451.68,1,15,2,33.0,1,15.0,1.0,4381.54,4
427.69,1,33,0,43.0,1,236.0,1.0,2443.54,1
254.86,1,4,1,23.0,3,102.0,1.0,699.9,3
190.17,1,3,0,49.0,0,265.0,1.0,12893.85,2
93.22,1,5,2,52.0,2,52.0,1.0,1014.63,4
641.06,1,7,0,23.0,3,25.0,1.0,1602.13,1
836.45,1,41,2,61.0,2,63.0,1.0,1731.89,1
609.52,1,42,0,78.0,2,169.0,1.0,3485.03,0
100.01,1,30,0,50.0,0,63.0,1.0,6393.12,2
111.08,1,6,2,70.0,0,83.0,1.0,7037.34,4
78.62,1,28,1,32.0,0,52.0,1.0,1360.85,4
333.97,1,14,1,52.0,0,45.0,1.0,5237.36,4
30.87,1,14,0,33.0,0,295.0,1.0,14348.65,2
710.43,1,36,2,67.0,2,115.0,1.0,5625.55,1
220.23,1,25,0,41.0,1,48.0,1.0,3438.02,0
27.28,1,1,0,29.0,0,96.0,1.0,10668.24,2
101.52,1,40,0,49.0,1,98.0,1.0,2018.9,0
162.65,1,27,0,59.0,1,147.0,1.0,9500.95,2
10.52,1,18,0,55.0,2,30.0,1.0,2472.99,0
270.72,1,20,1,38.0,0,37.0,1.0,6522.47,4
247.58,1,35,0,39.0,1,152.0,1.0,778.74,0
109.91,1,39,1,38.0,0,90.0,1.0,12896.06,2
224.28,1,6,2,64.0,2,68.0,1.0,5767.51,4
608.79,1,13,2,55.0,1,157.0,1.0,2991.17,1
203.34,1,31,0,60.0,0,66.0,1.0,13586.99,2
90.88,1,7,0,26.0,1,284.0,1.0,7117.35,2
393.92,1,22,1,72.0,2,47.0,1.0,7318.64,0
19.39,1,7,0,43.0,0,45.0,1.0,9847.6,2
289.05,1,27,0,75.0,2,116.0,1.0,5683.49,0
46.11,1,37,2,33.0,0,233.0,1.0,5225.73,4
335.5,1,34,0,63.0,2,47.0,1.0,6445.4,0
388.07,1,39,2,24.0,3,68.0,1.0,289.71,3
787.41,1,22,2,25.0,3,39.0,1.0,300.87,1
22.3,1,30,0,21.0,3,90.0,1.0,1200.35,3
203.12,1,38,0,56.0,2,181.0,1.0,1562.39,0
0.26,1,28,2,20.0,3,173.0,1.0,1833.67,3
210.77,1,23,0,71.0,2,161.0,1.0,5396.65,0
406.65,1,23,0,57.0,0,107.0,1.0,12995.7,2
422.9,1,40,0,40.0,1,111.0,1.0,7616.43,2
174.39,1,37,0,19.0,3,36.0,1.0,1127.08,3
16.55,1,40,1,26.0,1,159.0,1.0,6089.79,4
91.32,1,25,1,58.0,1,77.0,1.0,2618.1,4
49.62,1,32,0,55.0,1,111.0,1.0,3841.42,0
405.6,1,40,2,37.0,1,44.0,1.0,9754.73,4
512.95,1,8,1,57.0,1,143.0,1.0,9584.52,2
345.94,1,32,0,31.0,0,163.0,1.0,7624.56,2
356.56,1,27,2,47.0,1,52.0,1.0,2485.73,4
10.31,1,21,2,36.0,1,280.0,1.0,2137.9,4
211.69,1,1,1,30.0,0,111.0,1.0,6412.85,4
116.88,1,22,0,45.0,0,263.0,1.0,7717.34,2
77.53,1,21,1,54.0,2,55.0,1.0,5158.6,0
421.74,1,38,2,67.0,0,103.0,1.0,12031.14,2
313.69,1,28,1,73.0,2,152.0,1.0,7093.68,0
411.72,1,42,1,29.0,0,153.0,1.0,8539.86,2
508.73,1,6,1,59.0,2,89.0,1.0,7640.57,1
153.08,1,29,0,24.0,3,201.0,1.0,1292.21,3
23.01,1,19,1,63.0,2,166.0,1.0,5958.75,0
69.28,1,20,2,25.0,3,129.0,1.0,708.74,3
407.65,1,10,0,25.0,3,263.0,1.0,273.78,3
459.25,1,40,1,25.0,3,59.0,1.0,130.76,3
301.56,1,39,1,49.0,0,118.0,1.0,10389.6,2
17.67,1,36,2,63.0,0,91.0,1.0,1048.18,4
401.37,1,20,1,43.0,1,251.0,1.0,8208.54,2
145.4,1,40,2,38.0,1,24.0,1.0,5244.49,4
34.31,1,30,0,24.0,3,251.0,1.0,1484.76,3
282.65,1,13,0,35.0,0,161.0,1.0,13801.15,2
305.27,1,19,2,68.0,0,147.0,1.0,12958.65,2
185.81,1,2,2,32.0,0,116.0,1.0,9588.71,4
447.95,1,40,1,29.0,1,75.0,1.0,7544.4,1
279.3,1,28,0,19.0,3,48.0,1.0,1193.61,3
611.15,1,11,0,27.0,3,121.0,1.0,892.83,1
275.2,1,27,2,54.0,1,81.0,1.0,1230.12,4
427.79,1,38,1,18.0,3,189.0,1.0,1479.67,3
102.81,1,39,1,76.0,2,47.0,1.0,3228.87,0
22.61,1,39,2,19.0,3,145.0,1.0,1111.67,3
68.28,1,4,2,56.0,1,293.0,1.0,3213.16,4
73.23,1,37,1,20.0,3,172.0,1.0,1309.85,3
389.05,1,9,0,27.0,3,41.0,1.0,761.0,3
66.91,1,39,0,39.0,0,85.0,1.0,871.1,0
335.48,1,28,1,45.0,1,155.0,1.0,3023.16,4
38.14,1,0,2,19.0,3,174.0,1.0,1119.21,3
360.02,1,9,2,68.0,2,68.0,1.0,6400.59,4
567.71,1,22,2,63.0,0,80.0,1.0,13884.24,2
218.19,1,2,0,19.0,3,185.0,1.0,620.83,3
209.99,1,10,0,19.0,3,40.0,1.0,1938.01,3
11.02,1,40,1,19.0,3,280.0,1.0,964.79,3
83.43,1,27,2,56.0,2,109.0,1.0,1870.16,4
344.97,1,2,2,34.0,0,106.0,1.0,5577.94,4
172.29,1,12,0,36.0,1,283.0,1.0,8700.8,2
195.54,1,29,2,60.0,2,255.0,1.0,2794.66,4
180.46,1,14,0,25.0,3,34.0,1.0,831.75,3
692.55,1,5,1,53.0,2,109.0,1.0,2451.56,1
107.48,1,20,1,20.0,3,103.0,1.0,1379.39,3
81.51,1,42,1,25.0,3,97.0,1.0,865.49,3
452.8,1,20,1,80.0,2,151.0,1.0,4840.67,0
88.42,1,12,0,62.0,0,91.0,1.0,12381.45,2
155.53,1,3,0,29.0,1,66.0,1.0,4008.05,0
39.24,1,9,0,77.0,2,106.0,1.0,6462.41,0
26.5,1,16,2,48.0,1,179.0,1.0,4854.83,4
83.62,1,33,0,48.0,0,146.0,1.0,12652.22,2
142.78,1,36,1,68.0,0,150.0,1.0,11705.88,2
55.99,1,12,0,35.0,0,95.0,1.0,932.61,0
774.48,1,21,1,61.0,0,31.0,1.0,11613.58,2
105.37,1,34,0,25.0,3,160.0,1.0,1068.55,3
118.83,1,41,2,28.0,3,295.0,1.0,1616.3,3
46.22,1,38,1,23.0,3,217.0,1.0,471.28,3
377.97,1,24,2,72.0,2,160.0,1.0,2457.1,4
114.1,1,4,1,69.0,2,148.0,1.0,5882.12,0
95.5,1,29,2,57.0,2,17.0,1.0,4079.09,4
272.97,1,4,2,68.0,2,174.0,1.0,7811.31,4
73.35,1,37,1,24.0,3,47.0,1.0,1181.84,3
29.94,1,37,0,58.0,0,243.0,1.0,10915.54,2
153.07,1,11,0,56.0,1,116.0,1.0,8873.43,2
52.94,1,40,1,41.0,0,146.0,1.0,6990.92,2
384.41,1,17,0,60.0,1,65.0,1.0,7831.56,0
235.42,1,31,1,51.0,2,175.0,1.0,6173.23,0
114.23,1,9,0,56.0,0,64.0,1.0,9523.72,2
12.62,1,12,1,33.0,0,61.0,1.0,6420.47,4
373.52,1,7,0,35.0,1,235.0,1.0,6430.41,2
336.05,1,35,1,28.0,3,164.0,1.0,1635.05,3
112.27,1,39,1,58.0,0,102.0,1.0,7369.89,2
494.96,1,34,0,40.0,1,132.0,1.0,6903.68,1
561.58,1,34,2,65.0,0,23.0,1.0,11748.86,2
440.94,1,35,2,42.0,0,148.0,1.0,7303.23,4
71.9,1,20,1,29.0,0,51.0,1.0,10619.35,2
276.26,1,21,1,56.0,0,143.0,1.0,120.89,4
35.46,1,16,0,67.0,0,164.0,1.0,5692.31,0
38.14,1,32,1,50.0,1,165.0,1.0,9879.87,2
736.32,1,16,2,31.0,0,28.0,1.0,14268.95,2
25.58,1,29,0,60.0,1,166.0,1.0,6741.41,0
446.1,1,39,0,25.0,3,243.0,1.0,1008.44,3
