TransactionID,AccountID,DeviceID,IPAddress,MerchantID,TransactionDate,Amount,TransactionType,Channel,CustomerAge,CustomerGender,LoginAttempts,AccountBalance,TransactionDuration,IsFraud
TXN000519,ACC2324,DEV486,29.194.142.227,MER98,2024-01-11 19:00:00,143.26,Payment,Mobile,62.0,Male,1,,193.0,1
TXN000520,ACC4141,DEV976,175.173.179.18,MER40,2024-01-11 19:30:00,264.08,Deposit,Web,37.0,Male,1,4204.64,29.0,0
TXN000521,ACC8419,DEV358,205.105.20.63,MER84,2024-01-11 20:00:00,25.71,Transfer,Mobile,25.0,Male,2,26319.06,248.0,0
TXN000522,ACC4486,DEV382,165.26.54.243,MER93,2024-01-11 20:30:00,135.33,Withdrawal,POS,45.0,Male,3,69697.59,227.0,0
TXN000523,ACC2810,DEV725,29.147.24.69,MER45,2024-01-11 21:00:00,135.07,Transfer,Web,68.0,Male,2,25922.53,234.0,0
TXN000524,ACC7588,DEV974,63.163.129.149,MER63,2024-01-11 21:30:00,26.9,Withdrawal,Web,36.0,Male,1,73011.67,157.0,0
TXN000525,ACC3923,DEV139,224.15.145.196,MER63,2024-01-11 22:00:00,19.77,Deposit,ATM,74.0,Male,1,99588.46,292.0,1
TXN000526,ACC6301,DEV585,182.99.29.44,MER26,2024-01-11 22:30:00,587.19,Payment,POS,33.0,Male,3,79809.85,112.0,0
TXN000527,ACC5186,DEV319,19.214.33.140,MER84,2024-01-11 23:00:00,75.06,Deposit,POS,28.0,Male,1,34512.63,37.0,0
TXN000528,ACC9905,DEV228,171.61.117.220,MER39,2024-01-11 23:30:00,38.7,Payment,Mobile,59.0,Male,2,90108.89,115.0,0
TXN000529,ACC6977,DEV619,100.21.179.179,MER31,2024-01-12 00:00:00,28.19,Transfer,ATM,25.0,Male,1,5592.38,125.0,1
TXN000530,ACC5268,DEV712,111.163.72.230,MER52,2024-01-12 00:30:00,165.21,Payment,ATM,50.0,Female,1,72638.18,20.0,0
TXN000531,ACC5748,DEV991,243.146.37.69,MER36,2024-01-12 01:00:00,141.03,Withdrawal,Mobile,27.0,Male,1,2820.57,231.0,0
TXN000532,ACC5849,DEV787,116.238.78.184,MER46,2024-01-12 01:30:00,154.74,Withdrawal,Web,35.0,Female,2,17868.27,15.0,0
TXN000533,ACC4709,DEV718,148.8.31.131,MER55,2024-01-12 02:00:00,13.82,Deposit,Mobile,52.0,Male,2,98764.78,207.0,1
TXN000534,ACC7619,DEV712,50.81.4.147,MER44,2024-01-12 02:30:00,335.99,Transfer,Mobile,60.0,Female,4,36408.05,206.0,0
TXN000535,ACC9647,DEV359,87.125.74.164,MER13,2024-01-12 03:00:00,73.96,Withdrawal,Mobile,67.0,Male,2,82139.69,102.0,0
TXN000536,ACC4072,DEV465,22.185.67.220,MER89,2024-01-12 03:30:00,56.39,Deposit,ATM,20.0,Female,4,37920.63,120.0,1
TXN000537,ACC7530,DEV857,44.33.76.41,MER89,2024-01-12 04:00:00,93.09,Transfer,Mobile,57.0,Male,3,84082.83,285.0,0
TXN000538,ACC1504,DEV886,137.105.94.134,MER94,2024-01-12 04:30:00,74.16,Transfer,Mobile,44.0,Female,1,96561.24,236.0,0
TXN000539,ACC2214,DEV643,68.146.233.221,MER35,2024-01-12 05:00:00,298.8,Deposit,Mobile,45.0,Male,4,43835.86,115.0,0
TXN000540,ACC2531,DEV748,159.127.162.184,MER28,2024-01-12 05:30:00,397.31,Withdrawal,POS,63.0,Female,2,56155.24,16.0,0
TXN000541,ACC8576,DEV623,85.188.158.82,MER90,2024-01-12 06:00:00,54.24,Withdrawal,Web,23.0,Male,2,63049.63,25.0,0
TXN000542,ACC1823,DEV913,95.180.31.65,MER54,2024-01-12 06:30:00,299.19,Deposit,Web,64.0,Female,1,93516.06,131.0,0
TXN000543,ACC1928,DEV986,187.115.137.129,MER35,2024-01-12 07:00:00,228.16,Withdrawal,Web,31.0,Female,1,26046.04,289.0,0
TXN000544,ACC6029,DEV115,194.59.215.16,MER31,2024-01-12 07:30:00,400.63,Deposit,Web,24.0,Female,4,61319.31,125.0,0
TXN000545,ACC1133,DEV228,96.143.15.45,MER67,2024-01-12 08:00:00,42.3,Withdrawal,ATM,27.0,Female,5,32809.66,128.0,0
TXN000546,ACC3105,DEV674,167.244.158.106,MER72,2024-01-12 08:30:00,129.04,Withdrawal,ATM,32.0,Female,4,,37.0,0
TXN000547,ACC4627,DEV208,88.128.138.118,MER37,2024-01-12 09:00:00,48.14,Deposit,Mobile,48.0,Female,1,8949.57,174.0,0
TXN000548,ACC7316,DEV986,85.3.70.153,MER74,2024-01-12 09:30:00,260.67,Deposit,ATM,46.0,Female,4,62260.73,,0
TXN000549,ACC2852,DEV632,111.49.139.94,MER53,2024-01-12 10:00:00,0.8,Withdrawal,Web,59.0,Female,4,88267.51,67.0,0
TXN000550,ACC5910,DEV769,209.224.202.91,MER52,2024-01-12 10:30:00,124.8,Deposit,POS,71.0,Male,1,35463.59,274.0,1
TXN000551,ACC5175,DEV368,224.64.46.219,MER46,2024-01-12 11:00:00,62.15,Withdrawal,Mobile,34.0,Male,2,55490.52,220.0,0
TXN000552,ACC6348,DEV261,181.105.198.129,MER75,2024-01-12 11:30:00,58.44,Payment,Mobile,68.0,Male,3,64392.31,194.0,0
TXN000553,ACC7190,DEV359,106.23.3.107,MER26,2024-01-12 12:00:00,155.31,Transfer,Web,46.0,Female,1,41757.69,79.0,0
TXN000554,ACC2256,DEV201,19.153.202.39,MER49,2024-01-12 12:30:00,286.06,Transfer,Web,66.0,Female,1,90383.11,178.0,0
TXN000555,ACC4376,DEV605,50.170.74.236,MER47,2024-01-12 13:00:00,140.93,Withdrawal,Web,61.0,Male,1,36594.14,71.0,0
TXN000556,ACC6645,DEV834,195.11.194.233,MER94,2024-01-12 13:30:00,287.78,Transfer,ATM,32.0,Male,5,12938.58,97.0,0
TXN000557,ACC4486,DEV670,27.112.181.193,MER70,2024-01-12 14:00:00,46.1,Withdrawal,Mobile,43.0,Female,2,14830.03,57.0,0
TXN000558,ACC4584,DEV346,49.143.129.59,MER18,2024-01-12 14:30:00,109.94,Deposit,Web,29.0,Female,1,89140.33,98.0,0
TXN000559,ACC9053,DEV739,182.29.83.165,MER86,2024-01-12 15:00:00,89.82,Payment,POS,42.0,Male,5,98806.8,117.0,0
TXN000560,ACC4330,DEV894,28.24.95.124,MER84,2024-01-12 15:30:00,1.76,Transfer,Mobile,58.0,Female,2,29249.32,233.0,0
TXN000561,ACC3703,DEV936,10.187.41.39,MER70,2024-01-12 16:00:00,122.06,Transfer,Mobile,22.0,Male,1,14788.47,254.0,0
TXN000562,ACC9662,DEV636,225.76.247.104,MER89,2024-01-12 16:30:00,162.5,Deposit,ATM,21.0,Female,1,48480.12,213.0,0
TXN000563,ACC9120,DEV230,118.41.46.164,MER25,2024-01-12 17:00:00,134.44,Payment,Mobile,61.0,Male,4,71098.04,186.0,0
TXN000564,ACC8114,DEV452,246.207.236.21,MER11,2024-01-12 17:30:00,199.93,Payment,Web,65.0,Male,2,61434.09,271.0,0
TXN000565,ACC2353,DEV295,185.211.241.106,MER81,2024-01-12 18:00:00,127.06,Payment,Web,58.0,Female,5,95135.26,285.0,1
TXN000566,ACC6063,DEV892,27.40.79.161,MER52,2024-01-12 18:30:00,10.36,Deposit,POS,74.0,Male,2,81868.9,,1
TXN000567,ACC9549,DEV765,160.217.88.65,MER51,2024-01-12 19:00:00,18.57,Transfer,Mobile,48.0,Female,3,86962.73,87.0,0
TXN000568,ACC8575,DEV481,12.167.72.75,MER86,2024-01-12 19:30:00,136.13,Transfer,Mobile,20.0,Female,5,54395.88,190.0,0
TXN000569,ACC1667,DEV744,90.200.9.95,MER66,2024-01-12 20:00:00,48.23,Payment,ATM,70.0,Female,5,33063.88,143.0,0
TXN000570,ACC5468,DEV326,249.225.175.19,MER90,2024-01-12 20:30:00,12.45,Deposit,Web,20.0,Female,2,70322.73,59.0,0
TXN000571,ACC7819,DEV800,39.59.65.64,MER97,2024-01-12 21:00:00,84.21,Deposit,POS,43.0,Female,3,44185.78,23.0,0
TXN000572,ACC4719,DEV575,179.123.163.151,MER76,2024-01-12 21:30:00,121.22,Deposit,Web,67.0,Male,3,29131.55,271.0,0
TXN000573,ACC3745,DEV576,246.154.129.158,MER39,2024-01-12 22:00:00,59.79,Payment,Mobile,34.0,Female,1,15650.93,146.0,0
TXN000574,ACC8483,DEV364,57.77.193.28,MER22,2024-01-12 22:30:00,191.18,Deposit,Mobile,27.0,Female,1,53023.48,168.0,0
TXN000575,ACC1539,DEV471,15.11.100.155,MER28,2024-01-12 23:00:00,154.83,Payment,POS,19.0,Male,4,59628.23,256.0,0
TXN000576,ACC5964,DEV585,84.124.102.23,MER16,2024-01-12 23:30:00,60.7,Payment,Mobile,41.0,Female,1,57094.18,236.0,0
TXN000577,ACC5835,DEV533,149.137.109.77,MER18,2024-01-13 00:00:00,210.9,Payment,POS,28.0,Male,2,,64.0,0
TXN000578,ACC4775,DEV745,101.145.215.141,MER92,2024-01-13 00:30:00,156.92,Withdrawal,POS,41.0,Female,5,57213.74,26.0,0
TXN000579,ACC7042,DEV310,162.127.57.75,MER63,2024-01-13 01:00:00,152.19,Payment,Web,52.0,Male,2,17257.2,130.0,0
TXN000580,ACC8102,DEV671,150.247.197.35,MER95,2024-01-13 01:30:00,120.92,Deposit,POS,40.0,Female,4,66539.56,107.0,0
TXN000581,ACC8312,DEV476,173.163.21.205,MER91,2024-01-13 02:00:00,1.72,Withdrawal,Mobile,49.0,Female,2,43223.71,225.0,1
TXN000582,ACC6320,DEV494,127.79.188.99,MER70,2024-01-13 02:30:00,178.86,Transfer,ATM,40.0,Female,2,84954.46,114.0,0
TXN000583,ACC7132,DEV549,184.216.95.160,MER96,2024-01-13 03:00:00,70.75,Transfer,ATM,51.0,Female,5,77937.44,62.0,0
TXN000584,ACC8891,DEV463,173.163.147.17,MER11,2024-01-13 03:30:00,428.68,Deposit,Mobile,58.0,Female,5,72576.01,69.0,0
TXN000585,ACC3779,DEV975,38.194.150.223,MER59,2024-01-13 04:00:00,255.55,Deposit,ATM,36.0,Male,1,70223.34,62.0,0
TXN000586,ACC1924,DEV556,109.122.143.186,MER84,2024-01-13 04:30:00,132.9,Deposit,ATM,19.0,Male,1,56268.56,162.0,1
TXN000587,ACC2581,DEV824,197.195.148.103,MER40,2024-01-13 05:00:00,43.59,Deposit,POS,68.0,Female,5,6580.8,80.0,0
TXN000588,ACC8714,DEV827,243.205.230.222,MER42,2024-01-13 05:30:00,34.17,Withdrawal,ATM,19.0,Male,2,65721.22,23.0,0
TXN000589,ACC4324,DEV325,206.197.139.143,MER87,2024-01-13 06:00:00,62.41,Deposit,ATM,32.0,Female,2,46958.76,194.0,0
TXN000590,ACC6713,DEV230,81.236.86.141,MER89,2024-01-13 06:30:00,97.1,Payment,ATM,73.0,Female,2,47220.69,254.0,0
TXN000591,ACC8026,DEV687,61.198.45.31,MER20,2024-01-13 07:00:00,52.66,Transfer,Web,38.0,Female,1,38212.71,83.0,1
TXN000592,ACC1255,DEV575,15.43.144.168,MER42,2024-01-13 07:30:00,108.52,Deposit,Mobile,52.0,Male,2,92942.56,88.0,0
TXN000593,ACC5804,DEV897,54.238.43.97,MER16,2024-01-13 08:00:00,27.12,Payment,POS,22.0,Female,2,25320.4,176.0,0
TXN000594,ACC2838,DEV376,5.108.26.115,MER40,2024-01-13 08:30:00,570.56,Deposit,ATM,60.0,Male,5,32001.15,216.0,0
TXN000595,ACC1009,DEV255,87.103.122.205,MER57,2024-01-13 09:00:00,17.13,Payment,Mobile,44.0,Female,2,96322.56,153.0,0
TXN000596,ACC3871,DEV859,79.42.96.244,MER56,2024-01-13 09:30:00,403.11,Withdrawal,ATM,41.0,Female,3,81110.3,14.0,0
TXN000597,ACC9989,DEV317,31.98.16.219,MER87,2024-01-13 10:00:00,367.28,Transfer,Web,24.0,Male,1,1901.6,34.0,1
TXN000598,ACC8409,DEV289,83.109.181.189,MER62,2024-01-13 10:30:00,111.78,Transfer,Web,23.0,Female,2,90657.71,284.0,0
TXN000599,ACC8418,DEV516,215.31.167.140,MER89,2024-01-13 11:00:00,193.6,Withdrawal,ATM,63.0,Male,3,23051.41,59.0,0
TXN000600,ACC6124,DEV774,251.211.34.132,MER28,2024-01-13 11:30:00,85.92,Payment,ATM,50.0,Female,2,70740.29,131.0,0
TXN000601,ACC2015,DEV791,201.28.69.254,MER90,2024-01-13 12:00:00,149.15,Deposit,ATM,66.0,Female,1,55530.77,184.0,0
TXN000602,ACC3193,DEV645,153.94.21.193,MER15,2024-01-13 12:30:00,62.46,Payment,Web,34.0,Female,5,53912.78,236.0,0
TXN000603,ACC9415,DEV140,173.68.251.218,MER58,2024-01-13 13:00:00,53.75,Transfer,Web,63.0,Male,5,71933.17,97.0,0
TXN000604,ACC8449,DEV406,89.71.246.128,MER82,2024-01-13 13:30:00,129.49,Withdrawal,Mobile,59.0,Female,1,21114.56,12.0,0
TXN000605,ACC5158,DEV437,212.171.86.95,MER59,2024-01-13 14:00:00,103.41,Withdrawal,POS,47.0,Male,3,16323.0,,0
TXN000606,ACC4925,DEV413,75.166.238.53,MER90,2024-01-13 14:30:00,129.96,Payment,POS,25.0,Female,5,65365.3,200.0,0
TXN000607,ACC7970,DEV174,88.202.156.53,MER21,2024-01-13 15:00:00,50.67,Payment,Web,57.0,Female,1,29412.63,167.0,1
TXN000608,ACC7938,DEV378,218.15.98.19,MER32,2024-01-13 15:30:00,68.58,Withdrawal,POS,63.0,Male,2,97408.05,44.0,0
TXN000609,ACC5784,DEV275,46.194.192.126,MER63,2024-01-13 16:00:00,13.14,Transfer,ATM,24.0,Female,1,45425.43,258.0,0
TXN000610,ACC5000,DEV995,58.180.110.128,MER78,2024-01-13 16:30:00,8.05,Deposit,Mobile,23.0,Female,1,11603.9,,0
TXN000611,ACC2633,DEV761,81.193.156.83,MER68,2024-01-13 17:00:00,43.85,Deposit,Web,21.0,Male,1,68738.61,276.0,0
TXN000612,ACC8266,DEV372,70.7.28.111,MER45,2024-01-13 17:30:00,11.57,Payment,Web,18.0,Male,1,30962.85,82.0,0
TXN000613,ACC9702,DEV936,179.160.130.187,MER12,2024-01-13 18:00:00,16.43,Withdrawal,POS,32.0,Male,2,15284.45,,1
TXN000614,ACC1384,DEV719,163.196.218.107,MER67,2024-01-13 18:30:00,251.44,Withdrawal,ATM,48.0,Female,4,42570.92,259.0,0
TXN000615,ACC1404,DEV750,204.211.108.19,MER97,2024-01-13 19:00:00,5.95,Withdrawal,Mobile,42.0,Male,4,96440.12,95.0,0
TXN000616,ACC9175,DEV961,73.166.3.242,MER64,2024-01-13 19:30:00,161.36,Transfer,POS,64.0,Male,4,41437.34,197.0,0
TXN000617,ACC3000,DEV882,246.18.101.218,MER66,2024-01-13 20:00:00,47.73,Payment,Web,50.0,Female,2,35059.71,257.0,0
TXN000618,ACC6989,DEV958,173.170.140.140,MER26,2024-01-13 20:30:00,307.83,Payment,Web,69.0,Male,2,44728.64,282.0,0
TXN000619,ACC2460,DEV388,188.184.85.219,MER48,2024-01-13 21:00:00,99.54,Payment,POS,52.0,Male,2,1705.51,147.0,0
TXN000620,ACC8190,DEV823,52.110.180.108,MER77,2024-01-13 21:30:00,54.7,Transfer,ATM,72.0,Female,3,13743.6,248.0,0
TXN000621,ACC8140,DEV992,86.42.210.199,MER64,2024-01-13 22:00:00,109.36,Payment,Mobile,22.0,Male,3,85042.62,216.0,0
TXN000622,ACC4636,DEV371,244.199.41.89,MER54,2024-01-13 22:30:00,72.18,Deposit,Mobile,22.0,Female,1,97814.42,199.0,0
TXN000623,ACC5809,DEV165,240.114.25.150,MER85,2024-01-13 23:00:00,124.62,Payment,Mobile,53.0,Male,4,16215.18,274.0,0
TXN000624,ACC5178,DEV582,43.76.155.136,MER10,2024-01-13 23:30:00,18.25,Payment,Mobile,34.0,Male,1,53784.02,23.0,0
TXN000625,ACC8245,DEV347,20.183.210.239,MER30,2024-01-14 00:00:00,870.9,Payment,ATM,70.0,Female,1,96650.18,44.0,0
TXN000626,ACC7600,DEV255,39.178.11.206,MER92,2024-01-14 00:30:00,83.15,Transfer,Web,69.0,Male,1,16079.85,102.0,1
TXN000627,ACC6997,DEV146,223.182.205.10,MER30,2024-01-14 01:00:00,64.21,Deposit,Web,31.0,Female,1,19037.81,8.0,0
TXN000628,ACC3048,DEV553,154.41.154.10,MER61,2024-01-14 01:30:00,185.79,Deposit,Mobile,46.0,Male,5,92718.23,37.0,0
TXN000629,ACC5780,DEV300,38.97.170.18,MER91,2024-01-14 02:00:00,67.86,Withdrawal,Mobile,25.0,Male,1,70715.92,169.0,1
TXN000630,ACC1716,DEV759,192.133.173.115,MER52,2024-01-14 02:30:00,268.71,Withdrawal,Mobile,51.0,Female,5,15620.69,31.0,0
TXN000631,ACC8939,DEV223,230.112.169.219,MER61,2024-01-14 03:00:00,90.84,Deposit,POS,57.0,Female,4,39652.52,177.0,0
TXN000632,ACC6565,DEV100,65.98.231.71,MER76,2024-01-14 03:30:00,190.71,Payment,POS,18.0,Male,1,6098.86,117.0,1
TXN000633,ACC5544,DEV858,187.51.117.174,MER53,2024-01-14 04:00:00,17.05,Payment,Web,46.0,Male,5,43550.82,99.0,0
TXN000634,ACC5976,DEV954,120.6.10.102,MER41,2024-01-14 04:30:00,280.74,Payment,Web,53.0,Male,2,77901.2,237.0,1
TXN000635,ACC4419,DEV739,61.67.152.139,MER19,2024-01-14 05:00:00,199.61,Transfer,Mobile,68.0,Female,4,55620.22,138.0,0
TXN000636,ACC8239,DEV290,154.101.109.139,MER73,2024-01-14 05:30:00,35.68,Payment,POS,54.0,Female,5,64920.49,128.0,0
TXN000637,ACC1249,DEV678,171.50.116.164,MER88,2024-01-14 06:00:00,23.55,Transfer,ATM,46.0,Male,2,33018.6,120.0,0
TXN000638,ACC9865,DEV615,46.52.87.207,MER78,2024-01-14 06:30:00,57.03,Deposit,POS,22.0,Male,1,16558.89,17.0,1
TXN000639,ACC1770,DEV541,121.12.88.124,MER77,2024-01-14 07:00:00,559.9,Payment,Web,70.0,Male,1,1805.11,169.0,0
TXN000640,ACC5363,DEV914,118.53.184.115,MER37,2024-01-14 07:30:00,44.52,Payment,POS,49.0,Female,3,82220.58,212.0,0
TXN000641,ACC2077,DEV905,118.3.74.223,MER62,2024-01-14 08:00:00,91.36,Withdrawal,Web,69.0,Male,2,63847.13,89.0,0
TXN000642,ACC9427,DEV242,49.6.109.121,MER60,2024-01-14 08:30:00,4.57,Deposit,Mobile,41.0,Female,2,23317.46,252.0,0
TXN000643,ACC9580,DEV290,11.91.181.232,MER62,2024-01-14 09:00:00,75.93,Payment,ATM,36.0,Female,5,42134.18,60.0,0
TXN000644,ACC8901,DEV632,215.172.22.241,MER13,2024-01-14 09:30:00,127.06,Transfer,Mobile,29.0,Male,2,80243.61,176.0,1
TXN000645,ACC5858,DEV326,28.234.110.56,MER88,2024-01-14 10:00:00,459.04,Deposit,Mobile,69.0,Female,1,54100.67,145.0,0
TXN000646,ACC7544,DEV412,26.152.53.28,MER26,2024-01-14 10:30:00,109.08,Withdrawal,ATM,18.0,Female,1,30365.91,136.0,0
TXN000647,ACC5719,DEV728,211.96.163.13,MER76,2024-01-14 11:00:00,256.48,Deposit,ATM,24.0,Male,1,27084.86,205.0,0
TXN000648,ACC3814,DEV401,78.34.29.91,MER83,2024-01-14 11:30:00,118.82,Transfer,ATM,34.0,Male,4,22152.6,293.0,0
TXN000649,ACC4374,DEV753,17.194.207.237,MER56,2024-01-14 12:00:00,6.25,Withdrawal,Web,51.0,Male,5,82461.12,183.0,0
TXN000650,ACC2252,DEV559,158.243.92.172,MER65,2024-01-14 12:30:00,56.75,Transfer,Mobile,60.0,Male,1,58395.1,33.0,0
TXN000651,ACC7996,DEV500,79.109.247.216,MER32,2024-01-14 13:00:00,128.54,Deposit,Web,24.0,Male,1,71061.14,40.0,0
TXN000652,ACC5673,DEV650,179.101.105.250,MER27,2024-01-14 13:30:00,451.15,Withdrawal,ATM,34.0,Male,1,86081.98,113.0,0
TXN000653,ACC5530,DEV492,47.180.63.245,MER10,2024-01-14 14:00:00,293.99,Transfer,Web,20.0,Male,5,98692.74,150.0,0
TXN000654,ACC7881,DEV966,244.249.165.63,MER44,2024-01-14 14:30:00,38.88,Deposit,ATM,46.0,Female,1,25323.62,280.0,0
TXN000655,ACC7949,DEV863,87.216.233.6,MER73,2024-01-14 15:00:00,37.29,Transfer,POS,39.0,Male,2,18499.8,150.0,0
TXN000656,ACC7241,DEV944,22.80.209.240,MER67,2024-01-14 15:30:00,33.69,Payment,ATM,55.0,Male,1,46468.84,172.0,0
TXN000657,ACC9017,DEV306,169.73.137.184,MER68,2024-01-14 16:00:00,383.62,Deposit,Mobile,71.0,Male,5,3989.59,261.0,0
TXN000658,ACC7941,DEV309,135.239.124.49,MER10,2024-01-14 16:30:00,287.26,Withdrawal,Mobile,60.0,Male,3,79275.93,279.0,0
TXN000659,ACC8002,DEV214,230.218.51.160,MER12,2024-01-14 17:00:00,223.67,Withdrawal,Mobile,46.0,Male,1,88434.12,91.0,0
TXN000660,ACC2331,DEV836,1.235.180.187,MER76,2024-01-14 17:30:00,74.82,Payment,Web,67.0,Male,3,68760.95,,0
TXN000661,ACC5261,DEV745,162.3.144.131,MER46,2024-01-14 18:00:00,105.29,Transfer,Mobile,67.0,Female,2,27165.5,289.0,1
TXN000662,ACC8648,DEV350,171.245.217.3,MER92,2024-01-14 18:30:00,93.64,Transfer,ATM,71.0,Male,1,12753.97,102.0,0
TXN000663,ACC6115,DEV318,1.70.221.177,MER38,2024-01-14 19:00:00,43.83,Withdrawal,POS,59.0,Female,2,38523.35,215.0,0
TXN000664,ACC5637,DEV506,201.188.34.7,MER98,2024-01-14 19:30:00,105.49,Transfer,Mobile,22.0,Male,3,83416.89,52.0,0
TXN000665,ACC5854,DEV542,253.151.210.35,MER42,2024-01-14 20:00:00,4.65,Deposit,Web,47.0,Female,4,35108.87,278.0,0
TXN000666,ACC4177,DEV702,178.243.122.42,MER70,2024-01-14 20:30:00,21.2,Deposit,POS,40.0,Female,1,3908.33,198.0,0
TXN000667,ACC8730,DEV453,27.31.77.120,MER13,2024-01-14 21:00:00,326.51,Withdrawal,Mobile,72.0,Female,2,27790.9,256.0,1
TXN000668,ACC3180,DEV987,146.155.251.156,MER23,2024-01-14 21:30:00,208.96,Deposit,Mobile,38.0,Male,4,98999.59,287.0,0
TXN000669,ACC5892,DEV657,16.98.46.250,MER42,2024-01-14 22:00:00,82.45,Withdrawal,POS,73.0,Male,1,67828.54,266.0,0
TXN000670,ACC8043,DEV649,187.30.3.164,MER31,2024-01-14 22:30:00,109.21,Transfer,Mobile,43.0,Male,1,90135.06,266.0,0
TXN000671,ACC1137,DEV241,17.38.47.173,MER57,2024-01-14 23:00:00,69.31,Transfer,Web,71.0,Male,5,77599.09,35.0,1
TXN000672,ACC7327,DEV711,218.175.38.232,MER12,2024-01-14 23:30:00,202.51,Transfer,ATM,64.0,Male,3,54200.7,109.0,0
TXN000673,ACC4472,DEV600,132.29.157.21,MER96,2024-01-15 00:00:00,230.0,Payment,ATM,38.0,Male,2,15294.54,173.0,0
TXN000674,ACC6449,DEV939,203.65.107.11,MER94,2024-01-15 00:30:00,216.13,Withdrawal,POS,37.0,Female,5,35190.13,240.0,1
TXN000675,ACC3832,DEV801,222.35.17.89,MER32,2024-01-15 01:00:00,192.35,Deposit,ATM,40.0,Female,2,58582.15,278.0,0
TXN000676,ACC4579,DEV646,181.254.198.252,MER77,2024-01-15 01:30:00,34.32,Transfer,Mobile,21.0,Female,2,87127.92,234.0,0
TXN000677,ACC6971,DEV758,1.126.185.89,MER30,2024-01-15 02:00:00,61.87,Payment,Mobile,38.0,Male,1,27233.17,27.0,0
TXN000678,ACC5164,DEV641,87.89.236.133,MER52,2024-01-15 02:30:00,95.19,Deposit,Web,38.0,Male,1,12562.07,168.0,1
TXN000679,ACC8941,DEV945,70.43.199.151,MER94,2024-01-15 03:00:00,60.25,Deposit,ATM,18.0,Female,1,56103.82,285.0,1
TXN000680,ACC6569,DEV606,86.18.100.145,MER35,2024-01-15 03:30:00,210.94,Deposit,POS,32.0,Male,2,18061.87,11.0,0
TXN000681,ACC5300,DEV695,95.253.100.29,MER50,2024-01-15 04:00:00,59.93,Transfer,Mobile,34.0,Male,5,61231.0,214.0,0
TXN000682,ACC7269,DEV980,249.169.32.201,MER47,2024-01-15 04:30:00,22.32,Deposit,POS,68.0,Male,1,26720.38,257.0,0
TXN000683,ACC4818,DEV380,229.11.117.93,MER97,2024-01-15 05:00:00,76.38,Withdrawal,Mobile,31.0,Female,1,23480.82,137.0,0
TXN000684,ACC2906,DEV523,155.166.136.245,MER20,2024-01-15 05:30:00,586.16,Payment,Mobile,36.0,Female,4,40218.49,278.0,0
TXN000685,ACC7254,DEV955,149.75.246.28,MER38,2024-01-15 06:00:00,38.4,Deposit,Web,67.0,Male,3,59522.58,110.0,0
TXN000686,ACC1760,DEV369,161.234.189.116,MER69,2024-01-15 06:30:00,142.07,Deposit,ATM,51.0,Female,1,54759.11,236.0,0
TXN000687,ACC8830,DEV253,15.1.179.230,MER76,2024-01-15 07:00:00,85.1,Withdrawal,Web,23.0,Female,4,24851.08,37.0,0
TXN000688,ACC8350,DEV713,117.171.181.17,MER74,2024-01-15 07:30:00,11.05,Deposit,ATM,62.0,Male,2,89166.11,83.0,0
TXN000689,ACC7238,DEV826,3.134.170.209,MER70,2024-01-15 08:00:00,100.38,Transfer,POS,66.0,Male,4,11433.26,39.0,1
TXN000690,ACC7090,DEV761,236.165.164.185,MER28,2024-01-15 08:30:00,181.68,Transfer,ATM,23.0,Female,5,4427.02,114.0,0
TXN000691,ACC7031,DEV182,161.107.186.94,MER55,2024-01-15 09:00:00,107.99,Transfer,POS,70.0,Female,1,60469.27,67.0,0
TXN000692,ACC8687,DEV721,122.10.67.122,MER58,2024-01-15 09:30:00,308.48,Deposit,Mobile,71.0,Male,2,12779.01,182.0,0
TXN000693,ACC9472,DEV998,210.195.112.97,MER31,2024-01-15 10:00:00,51.15,Payment,POS,22.0,Male,1,50736.64,236.0,0
TXN000694,ACC2887,DEV525,93.215.21.193,MER87,2024-01-15 10:30:00,13.53,Payment,POS,24.0,Male,1,95201.44,108.0,0
TXN000695,ACC4266,DEV374,172.126.133.169,MER66,2024-01-15 11:00:00,413.66,Deposit,Mobile,50.0,Female,2,70008.74,298.0,0
TXN000696,ACC1666,DEV812,25.246.184.84,MER23,2024-01-15 11:30:00,71.27,Payment,POS,30.0,Female,1,61936.93,39.0,0
TXN000697,ACC5188,DEV383,55.250.143.94,MER53,2024-01-15 12:00:00,128.85,Payment,POS,68.0,Male,4,57693.12,198.0,0
TXN000698,ACC1671,DEV272,142.166.155.223,MER25,2024-01-15 12:30:00,235.53,Deposit,Mobile,71.0,Male,1,18364.16,178.0,0
TXN000699,ACC7777,DEV426,220.178.118.176,MER86,2024-01-15 13:00:00,58.8,Transfer,Mobile,18.0,Male,5,43548.46,106.0,1
TXN000700,ACC8570,DEV817,9.185.172.149,MER21,2024-01-15 13:30:00,188.9,Deposit,Mobile,30.0,Male,1,34581.09,297.0,0
TXN000701,ACC8956,DEV162,160.196.214.196,MER64,2024-01-15 14:00:00,21.83,Transfer,ATM,60.0,Female,2,95330.9,89.0,0
TXN000702,ACC6124,DEV172,42.52.223.186,MER60,2024-01-15 14:30:00,51.65,Transfer,Mobile,,Male,2,24610.86,205.0,1
TXN000703,ACC6585,DEV862,74.250.38.121,MER48,2024-01-15 15:00:00,23.45,Payment,Mobile,24.0,Male,2,47415.88,177.0,0
